t,seg,active_gate,thrust,thrust_cmd,base_thrust,vtrim,descent_on,desc_leg,descent_bias,gate_v_ok,gate_found,u_err,v_err,size_frac,cy,u_f,u_f2,du_lat,v_f,sz_f,sig_k,live,far_rej,tube_solid,rail_on,u_tube_f,curv_f,rail_k,rail_deg,gate_fine_deg,steer,bank_seg,ff_bank_deg,trim_deg,des_roll_deg,roll_n,est_pitch_deg,gyro_pitch,des_pitch_deg,pitch_n,tube_found,u_tube,curvature,area_frac,est_roll_deg,hold_on,loop_hz,det_hz
15.326802,3,0,0.275018,0.275018,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.331357,3,0,0.275018,0.275018,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.335948,3,0,0.275018,0.275018,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.340494,3,0,0.275018,0.275018,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.344825,3,0,0.275018,0.275018,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.349478,3,0,0.275018,0.275018,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.353692,3,0,0.275018,0.275018,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.358142,3,0,0.275018,0.275018,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.362457,3,0,0.275018,0.275018,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.366789,3,0,0.275018,0.275018,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.371299,3,0,0.275018,0.275018,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.375856,3,0,0.275018,0.275018,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.380189,3,0,0.275018,0.275018,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.384640,3,0,0.275018,0.275018,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.388996,3,0,0.275018,0.275018,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.393494,3,0,0.275018,0.275018,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.398035,3,0,0.275018,0.275018,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.402574,3,0,0.275018,0.275018,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.407131,3,0,0.275017,0.275017,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.411703,3,0,0.275017,0.275017,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.416255,3,0,0.275017,0.275017,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.421115,3,0,0.275017,0.275017,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.425878,3,0,0.275017,0.275017,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.430522,3,0,0.275017,0.275017,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.434793,3,0,0.275017,0.275017,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.439365,3,0,0.275017,0.275017,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.457763,3,0,0.275017,0.275017,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.462239,3,0,0.275017,0.275017,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.466830,3,0,0.275017,0.275017,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.471337,3,0,0.275017,0.275017,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.475624,3,0,0.275017,0.275017,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.479963,3,0,0.275017,0.275017,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.484150,3,0,0.275017,0.275017,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.488673,3,0,0.275017,0.275017,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.493541,3,0,0.275016,0.275016,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.497942,3,0,0.275016,0.275016,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.503000,3,0,0.275016,0.275016,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.507587,3,0,0.275016,0.275016,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.514398,3,0,0.275016,0.275016,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.518964,3,0,0.275016,0.275016,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.523410,3,0,0.275016,0.275016,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.528047,3,0,0.275016,0.275016,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.532826,3,0,0.275016,0.275016,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.537364,3,0,0.275016,0.275016,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.542202,3,0,0.275016,0.275016,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.549756,3,0,0.275016,0.275016,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.554195,3,0,0.275016,0.275016,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.559277,3,0,0.275016,0.275016,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.563823,3,0,0.275016,0.275016,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.568218,3,0,0.275016,0.275016,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.573516,3,0,0.275016,0.275016,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.578168,3,0,0.275016,0.275016,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.582724,3,0,0.275016,0.275016,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.587092,3,0,0.275016,0.275016,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.591667,3,0,0.275015,0.275015,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.595927,3,0,0.275015,0.275015,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.600508,3,0,0.275015,0.275015,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.604737,3,0,0.275015,0.275015,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.609334,3,0,0.275015,0.275015,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.613946,3,0,0.275015,0.275015,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.627260,3,0,0.275015,0.275015,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.632005,3,0,0.275015,0.275015,0.2750,+0.00002,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.636469,3,0,0.275015,0.275015,0.2750,+0.00001,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
15.641035,3,0,0.275015,0.275015,0.2750,+0.00001,0,0,0.0000,0,1,+0.64731,+0.48380,0.04714,267.08,+0.00000,+0.00001,+0.00000,+0.00000,0.00000,0.0000,0,1,0,0,+0.00000,+0.00000,0.0000,+0.000,+0.000,0,0,+0.000,+0.000,+0.000,+0.00000,-16.009,-0.00000,+0.00,+0.00000,0,+0.00000,+0.00000,0.00000,-4.410,0,206.4,0.0
