439,71.4,60.2,40.5,11.82,60.2,396,6.22,-0.587,+0.017,0.526,-0.600,0
442,99.9,79.5,44.2,13.42,79.5,414,5.93,+0.435,-0.332,0.527,-0.600,0
444,70.0,66.8,45.0,12.60,66.8,453,6.81,+0.566,-0.063,0.397,-0.600,0
447,76.4,71.0,47.6,13.31,71.0,472,6.66,+0.517,+0.141,0.415,-0.600,0
448,64.1,39.9,39.9,10.06,39.9,9,0.29,+0.093,+0.379,0.485,+0.000,0
453,68.3,65.8,46.8,11.93,65.8,445,6.60,+0.455,-0.000,0.523,-0.600,0
454,76.6,62.7,41.8,7.93,62.7,174,3.12,+0.227,+0.311,0.563,-0.600,1
457,73.9,68.9,43.0,13.43,68.9,456,6.74,+0.516,-0.109,0.469,-0.600,0
458,84.9,67.1,45.1,9.94,67.1,190,3.13,-0.199,+0.309,0.564,-0.600,0
460,74.8,64.7,43.9,12.34,64.7,190,3.18,+0.217,+0.148,0.592,-0.600,1
463,98.8,68.4,48.8,9.88,68.4,221,3.51,+0.366,+0.099,0.529,-0.600,1
464,84.5,65.6,44.2,9.10,65.6,185,3.10,+0.023,+0.281,0.524,-0.600,1
465,68.3,67.4,48.9,10.53,67.4,452,6.74,+0.495,-0.078,0.453,-0.600,0
468,104.1,63.1,43.0,10.03,63.1,179,3.14,-0.109,+0.249,0.566,-0.600,0
470,99.7,99.8,43.5,16.01,99.8,2509,26.97,-0.356,+0.833,0.121,-0.600,0
471,107.1,107.3,46.4,14.42,107.3,2699,26.97,+0.074,+0.843,0.104,-0.600,0
473,103.5,63.9,43.3,11.74,63.9,402,6.24,-0.549,+0.071,0.582,-0.600,0
474,69.1,66.3,39.7,11.07,66.3,471,7.12,-0.420,+0.184,0.574,-0.600,0
476,72.0,64.9,40.0,13.26,64.9,430,6.63,+0.504,-0.143,0.491,-0.600,0
478,77.4,62.0,41.8,10.48,62.0,179,3.10,+0.010,+0.216,0.496,-0.600,1
479,74.9,79.0,40.4,18.48,79.0,1003,11.89,-0.098,+0.553,0.078,-0.600,0
480,105.4,105.8,49.9,10.93,105.8,2843,26.97,,,,-0.600,0
481,100.5,71.5,42.4,14.89,71.5,162,2.11,+0.376,-0.085,0.530,-0.600,0
486,99.8,63.8,41.9,11.83,63.8,183,3.12,-0.091,+0.370,0.497,-0.600,1
487,93.2,33.4,33.4,22.07,33.4,120,1.44,-0.626,+0.011,0.401,+0.000,0
489,106.3,107.1,38.8,17.73,107.1,2663,26.97,+0.176,+0.773,0.196,-0.600,0
492,73.9,64.8,46.8,9.55,64.8,189,3.30,-0.446,+0.045,0.571,-0.600,0
493,70.8,63.5,43.4,12.81,63.5,435,6.68,+0.513,-0.008,0.430,-0.600,0
494,66.9,64.9,41.0,13.11,64.9,430,6.57,+0.486,+0.092,0.472,-0.600,0
495,75.9,68.5,43.2,11.78,68.5,442,6.75,+0.470,-0.144,0.486,-0.600,0
497,102.2,102.3,44.3,16.88,102.3,2532,26.97,-0.302,+0.826,0.121,-0.600,0
499,73.7,64.2,43.6,9.38,64.2,180,3.12,+0.204,+0.308,0.557,-0.600,1
502,102.8,65.0,44.5,11.19,65.0,187,3.15,-0.036,+0.293,0.563,-0.600,1
505,101.8,64.0,44.2,9.38,64.0,182,3.12,-0.049,+0.335,0.518,-0.600,1
